client_id,signup_date,last_activity,tenure_days,plan_tier,effective_fee,discount_pct,sessions_30d,avg_session_min,complaints_90d,payment_failures_180d,auto_pay,contract,region_id,country,device,app_version,marketing_source,annual_income,favorite_color,churned
54179943,2024-06-22,2025-10-11,557,1,6.92,0,10,10.55,0,1,0,annual,106,DE,ios,4.6,ads,10020.0,green,1
17721162,2023-09-16,2025-08-27,837,4,63.49,0,10,6.98,2,0,1,monthly,106,DE,android,3.5,ads,,blue,1
69344945,2024-10-18,2025-11-22,439,3,33.87,5,10,9.54,1,1,1,monthly,101,ES,ios,4.9,ads,35391.0,white,0
14852622,2023-06-02,2025-12-05,943,1,9.49,0,8,14.83,0,0,1,monthly,107,ES,android,3.1,organic,53684.0,black,0
92459792,2025-10-16,2025-08-29,76,1,11.66,0,4,17.24,1,0,0,monthly,104,ES,android,5.2,referral,32593.0,black,0
33376534,2025-07-14,2025-06-16,170,2,21.03,0,7,13.64,0,1,0,monthly,104,ES,web,5.8,organic,52612.0,green,1
51384268,2023-05-12,2025-08-26,964,1,10.6,0,11,12.8,4,3,1,monthly,101,ES,ios,3.2,ads,28830.0,black,1
59365092,2025-05-10,2025-06-27,235,1,10.35,10,8,6.54,5,0,1,annual,101,ES,ios,5.3,ads,23540.0,green,1
67300026,2023-05-09,2025-11-19,967,4,60.28,0,9,9.89,0,1,0,monthly,101,DE,ios,3.4,referral,24997.0,blue,1
90711965,2025-02-28,2025-09-15,306,3,32.82,10,8,4.72,1,1,1,monthly,103,ES,android,5.2,referral,57540.0,green,0
25624707,2023-04-07,2025-08-06,999,1,11.65,0,11,19.17,0,0,0,monthly,107,IT,android,3.5,organic,29374.0,yellow,1
95013054,2024-06-18,2025-10-09,561,2,20.35,0,14,20.34,0,0,1,monthly,106,ES,ios,4.7,partner,54142.0,yellow,0
94593347,2024-12-21,2025-12-28,375,2,19.51,0,8,13.76,4,1,0,monthly,107,IT,web,4.8,organic,25540.0,blue,0
45927599,2025-03-09,2025-12-14,297,4,50.69,20,16,18.65,0,0,1,monthly,105,IT,android,5.4,ads,12615.0,yellow,1
33781255,2024-04-03,2025-05-23,637,1,7.15,20,7,19.01,2,0,1,monthly,101,FR,android,4.9,organic,41785.0,green,0
75231373,2025-10-06,2025-08-08,86,3,34.06,5,11,15.36,0,0,0,monthly,105,ES,ios,5.3,organic,23020.0,blue,1
83761457,2025-04-27,2025-10-29,248,3,34.11,5,9,22.61,1,0,1,annual,105,ES,android,5.8,referral,36251.0,yellow,0
35667861,2023-08-17,2025-10-30,867,1,8.65,0,10,8.36,5,0,1,monthly,107,FR,android,3.8,partner,34814.0,blue,0
35653205,2025-01-04,2025-12-22,361,1,8.21,0,11,12.66,0,0,1,annual,104,ES,ios,5.2,organic,,green,0
46448329,2025-03-10,2025-05-19,296,2,17.29,10,12,12.19,1,2,1,monthly,102,DE,web,5.0,organic,55080.0,white,1
62516788,2024-01-01,2025-12-06,730,4,58.91,0,11,18.63,0,0,1,annual,106,IT,android,4.7,referral,35532.0,yellow,0
73231889,2025-03-19,2025-07-02,287,2,16.78,0,7,5.15,1,0,1,annual,106,FR,android,5.0,ads,33674.0,yellow,0
85330837,2025-09-10,2025-11-04,112,3,9999.0,0,10,23.19,0,0,1,monthly,104,NL,ios,5.6,referral,27033.0,yellow,1
89394339,2025-06-13,2025-10-12,201,3,35.58,0,18,19.87,0,0,1,annual,101,NL,ios,5.4,organic,39531.0,red,1
46430069,2025-04-14,2025-10-27,261,3,37.78,0,15,26.25,5,1,1,monthly,103,ES,android,5.4,organic,38244.0,red,0
32124597,2024-11-25,2025-06-17,401,2,21.21,0,9,14.01,0,1,1,monthly,106,IT,ios,4.7,ads,26380.0,green,1
15898668,2023-10-24,2025-12-24,799,2,14.27,0,8,10.7,0,1,1,monthly,102,ES,ios,3.6,ads,45190.0,red,0
79495221,2025-05-20,2025-10-08,225,3,36.4,0,11,18.69,3,1,0,monthly,106,IT,ios,5.6,referral,29135.0,blue,1
99412122,2024-02-03,2025-10-25,697,2,18.76,0,8,20.18,4,0,0,monthly,102,IT,android,4.4,organic,,red,1
39787205,2024-08-05,2025-10-27,513,4,60.99,0,6,9.21,2,0,1,monthly,103,FR,android,4.6,organic,13434.0,yellow,0
45944273,2023-12-11,2025-11-15,751,1,9.96,0,11,2.76,3,0,1,monthly,103,FR,android,3.6,organic,44790.0,white,0
75305710,2023-12-09,2025-05-27,753,1,9.57,0,9,3.29,0,2,0,monthly,101,DE,web,3.5,ads,21947.0,red,1
18796745,2023-06-22,2025-10-02,923,3,34.77,0,9,15.82,0,0,0,annual,103,ES,ios,3.7,organic,41456.0,white,0
32441461,2025-11-18,2025-09-22,43,2,19.94,0,20,26.24,0,1,0,monthly,106,DE,android,5.1,organic,49932.0,green,0
61404407,2023-06-11,2025-09-30,934,1,12.95,0,7,5.94,5,0,1,monthly,103,PT,ios,3.0,referral,37740.0,red,0
52002894,2023-04-05,2025-05-10,1001,1,8.95,10,4,11.37,2,0,0,annual,102,FR,android,3.0,referral,48136.0,blue,1
31444573,2025-10-22,2025-10-11,70,2,22.38,0,10,12.41,1,1,0,annual,105,ES,web,5.6,referral,16902.0,green,1
41107836,2024-08-30,2025-10-10,488,3,37.06,0,10,26.02,0,0,1,monthly,104,DE,ios,4.7,organic,30842.0,green,0
18317921,2024-04-24,2025-10-14,616,1,11.46,0,6,27.05,1,0,0,annual,104,IT,android,4.1,organic,22931.0,blue,0
88619460,2025-03-18,2025-10-14,288,1,6.06,0,9,16.8,0,0,1,monthly,106,DE,android,5.0,ads,22749.0,white,0
64347566,2024-02-24,2025-12-10,676,2,21.32,5,16,21.39,3,0,1,monthly,103,ES,android,4.3,organic,9907.0,yellow,0
89989489,2023-05-21,2025-08-08,955,4,47.19,20,11,19.97,0,1,1,annual,104,IT,android,3.7,partner,33127.0,blue,0
41661953,2025-03-10,2025-12-25,296,2,21.56,0,13,7.57,0,1,1,annual,101,ES,ios,5.4,partner,45170.0,blue,0
82320821,2023-07-12,2025-11-07,903,4,46.28,20,19,20.94,0,0,0,monthly,103,FR,android,3.6,ads,49728.0,green,0
37224826,2024-08-28,2025-11-13,490,4,57.38,0,9,8.13,1,0,0,monthly,102,FR,ios,4.9,partner,17208.0,white,0
42348447,2025-11-05,2025-10-23,56,2,24.34,0,8,12.97,3,1,0,monthly,107,PT,ios,5.5,partner,25284.0,white,1
91897976,2025-10-22,2025-07-03,70,3,32.88,0,10,21.34,0,0,1,monthly,101,PT,android,5.3,ads,21630.0,blue,1
43825277,2024-01-31,2025-08-10,700,3,9999.0,0,15,16.24,0,0,0,monthly,105,IT,android,4.0,organic,20672.0,black,1
19920860,2025-05-04,2025-05-08,241,2,20.25,0,7,20.36,0,0,0,monthly,106,PT,android,5.8,organic,27847.0,green,1
65904871,2024-11-01,2025-10-08,425,2,19.07,0,7,21.55,0,1,1,monthly,103,ES,ios,4.7,organic,32276.0,blue,0
50185725,2024-06-08,2025-05-23,571,3,34.89,0,17,5.71,2,0,0,monthly,102,IT,ios,4.3,referral,27938.0,blue,1
88384150,2023-06-03,2025-12-21,942,3,32.13,0,10,1.43,0,0,1,monthly,102,IT,android,3.6,ads,12504.0,yellow,0
74207932,2024-02-17,2025-09-01,683,3,34.96,0,8,20.97,1,0,0,monthly,102,IT,android,4.2,referral,45567.0,green,0
85167864,2024-12-14,2025-06-23,382,4,57.61,0,9,21.46,0,1,0,monthly,107,PT,web,4.6,ads,34492.0,red,1
65848393,2025-12-16,2025-08-26,15,2,19.12,0,5,14.79,4,1,0,annual,101,ES,android,5.4,referral,37510.0,blue,1
21879521,2023-01-06,2025-05-22,1090,3,37.03,0,6,15.85,0,0,1,monthly,104,ES,android,3.2,organic,38317.0,red,1
67669321,2025-02-24,2025-10-17,310,4,60.55,0,12,20.36,0,0,0,annual,102,PT,android,5.0,ads,40630.0,red,0
62728579,2025-07-15,2025-12-24,169,1,6.73,0,12,20.25,0,0,1,monthly,105,ES,android,5.0,organic,34149.0,blue,0
82450777,2025-11-07,2025-06-29,54,1,11.86,0,17,14.42,0,0,0,monthly,103,ES,ios,5.8,ads,20334.0,white,1
11808947,2024-04-09,2025-12-15,631,2,19.97,0,7,19.49,2,0,0,monthly,103,NL,ios,4.0,ads,53214.0,green,0
40538825,2023-05-10,2025-07-01,966,4,58.8,0,8,11.92,1,0,0,monthly,101,NL,android,3.4,organic,40938.0,yellow,0
23888871,2023-10-24,2025-07-08,799,2,17.31,20,13,16.71,2,0,0,annual,107,FR,android,3.1,ads,19432.0,white,0
50688236,2025-07-20,2025-06-12,164,3,34.62,0,5,14.45,0,1,0,monthly,104,ES,ios,5.6,organic,19632.0,black,1
99947026,2025-08-19,2025-09-08,134,1,7.43,0,11,9.59,1,0,1,monthly,101,FR,android,5.3,referral,59859.0,white,0
39583654,2024-11-28,2025-05-31,398,2,24.06,0,12,10.54,3,0,0,monthly,106,ES,web,4.7,ads,29726.0,green,1
13074357,2023-05-15,2025-11-21,961,3,34.95,0,13,28.65,1,0,1,monthly,106,ES,ios,3.0,organic,22514.0,red,1
33055780,2023-05-14,2025-09-18,962,1,9.81,0,2,7.15,1,1,0,monthly,104,ES,web,3.4,ads,24575.0,red,0
76636032,2024-06-07,2025-12-02,572,4,59.1,0,8,16.22,0,0,0,monthly,107,PT,android,4.4,organic,38314.0,white,0
42969024,2024-10-06,2025-06-30,451,1,12.59,0,5,16.73,1,0,0,annual,102,FR,ios,4.4,ads,25342.0,white,1
28020457,2023-02-05,2025-07-13,1060,4,52.95,10,15,15.42,4,0,1,annual,106,ES,android,3.2,organic,33867.0,yellow,1
40373432,2025-01-21,2025-06-21,344,1,6.59,0,10,18.53,0,0,1,annual,106,IT,web,5.2,referral,64331.0,green,0
72604792,2024-08-19,2025-07-01,499,4,58.5,0,9,16.22,1,0,1,monthly,104,ES,ios,4.9,referral,-999.0,red,1
48091448,2023-01-14,2025-10-18,1082,3,36.01,5,9,9.03,6,0,0,monthly,104,PT,ios,3.7,referral,26316.0,black,0
35523403,2023-04-15,2025-12-15,991,1,11.82,0,9,17.47,1,0,1,monthly,101,ES,android,3.4,ads,32858.0,green,0
87088729,2024-05-12,2025-05-22,598,1,8.49,10,11,11.48,1,0,1,annual,101,ES,ios,4.8,organic,7304.0,white,1
55386094,2025-03-02,2025-09-04,304,1,13.01,0,7,24.19,2,1,1,monthly,103,FR,ios,5.0,ads,39239.0,black,1
41379664,2025-06-22,2025-12-09,192,2,21.64,0,10,17.07,0,0,1,monthly,107,ES,android,5.5,ads,44534.0,yellow,0
86763822,2024-04-17,2025-05-23,623,3,30.96,10,13,11.05,0,0,1,monthly,102,ES,ios,4.6,ads,12562.0,white,0
49993998,2023-11-20,2025-05-07,772,2,19.62,0,9,16.3,0,1,1,annual,104,NL,ios,3.0,ads,30860.0,green,0
28489726,2025-11-26,2025-09-16,35,2,19.68,5,11,9.2,0,0,0,monthly,101,PT,ios,5.7,ads,34564.0,yellow,0
48794871,2024-05-17,2025-06-30,593,2,18.16,0,10,16.05,1,1,1,monthly,102,NL,android,4.7,ads,40046.0,blue,1
80694273,2023-12-12,2025-12-23,750,2,19.0,5,13,13.9,0,0,1,annual,103,IT,ios,3.5,ads,69365.0,white,0
35489608,2024-04-29,2025-12-09,611,3,35.67,0,16,11.04,1,0,0,monthly,107,ES,android,4.6,organic,21622.0,red,0
26829640,2023-01-14,2025-10-26,1082,2,16.28,0,15,10.71,0,1,1,monthly,102,NL,ios,3.9,ads,39523.0,blue,0
53319504,2023-11-27,2025-07-27,765,3,34.57,0,15,30.36,3,0,1,monthly,101,IT,web,3.3,ads,30215.0,red,1
90660431,2024-07-18,2025-11-29,531,4,47.46,20,12,15.55,0,2,1,monthly,101,FR,android,4.2,ads,27826.0,white,0
88015009,2025-10-02,2025-12-23,90,2,22.25,0,17,13.66,0,0,0,monthly,104,IT,web,5.4,organic,32227.0,black,0
89266030,2025-03-19,2025-07-24,287,1,5.93,0,7,10.12,3,0,0,monthly,104,DE,web,5.9,referral,37751.0,blue,1
34782357,2025-05-05,2025-06-30,240,1,8.24,10,3,15.58,0,1,0,annual,102,IT,android,5.4,referral,,white,1
86194634,2024-08-19,2025-07-07,499,2,18.93,0,13,11.42,1,0,0,monthly,102,PT,android,4.9,organic,35855.0,black,0
53806071,2023-05-02,2025-06-23,974,2,22.1,0,12,8.43,0,1,1,monthly,103,NL,ios,3.7,referral,30875.0,black,0
39828718,2024-03-04,2025-06-22,667,4,59.89,0,6,13.31,1,0,1,monthly,101,PT,web,4.1,referral,18882.0,yellow,1
53482535,2025-12-27,2025-08-09,10,3,38.94,0,7,13.51,0,1,0,monthly,106,PT,android,5.6,referral,43557.0,blue,1
74585188,2023-02-18,2025-08-29,1047,2,21.45,0,5,10.75,1,1,1,monthly,106,DE,web,3.8,partner,46374.0,white,0
72319876,2025-08-20,2025-06-09,133,3,34.09,0,14,10.15,0,0,0,monthly,103,FR,android,5.5,ads,45738.0,red,1
80676889,2025-01-19,2025-10-09,346,2,20.52,0,8,11.65,3,0,1,annual,104,IT,android,5.3,organic,41441.0,blue,0
55046140,2023-11-07,2025-12-08,785,3,34.21,0,12,12.18,0,0,1,monthly,103,DE,web,3.8,organic,21138.0,blue,0
27244021,2025-05-01,2025-07-04,244,1,11.88,0,5,9.6,0,0,1,monthly,101,ES,android,5.0,organic,18651.0,black,0
30387144,2025-07-05,2025-10-26,179,3,32.06,0,17,17.91,0,0,1,monthly,104,DE,ios,5.8,organic,,white,0
29016753,2023-02-17,2025-05-11,1048,4,58.18,0,15,29.11,0,0,1,monthly,106,FR,android,3.0,organic,,white,0
43171276,2023-04-27,2025-09-23,979,3,35.99,0,11,22.74,0,0,1,monthly,103,FR,android,3.0,organic,22404.0,blue,0
20774235,2024-12-29,2025-06-10,367,4,62.69,0,14,27.15,0,0,1,monthly,102,IT,web,4.5,ads,62046.0,yellow,0
25638425,2025-12-30,2025-12-21,10,2,15.15,0,10,11.09,1,0,1,annual,102,PT,android,5.0,organic,39110.0,yellow,0
68520452,2023-01-27,2025-07-26,1069,3,38.01,0,11,24.8,0,0,1,annual,103,ES,ios,3.7,organic,34232.0,white,0
17900254,2024-12-29,2025-09-15,367,2,19.68,0,8,15.36,0,0,1,annual,104,PT,web,4.4,ads,6073.0,white,0
61873597,2023-05-30,2025-09-11,946,3,30.85,0,12,20.92,0,0,0,monthly,106,ES,ios,3.7,ads,,blue,1
24733987,2024-12-12,2025-10-29,384,1,4.5,10,8,16.75,1,0,1,monthly,102,DE,web,4.7,ads,43705.0,white,0
31142671,2024-11-13,2025-05-12,413,1,6.63,0,17,14.19,0,1,1,monthly,105,PT,web,4.7,organic,11234.0,white,0
18878196,2023-04-10,2025-09-28,996,2,18.95,5,9,18.57,0,0,0,monthly,107,NL,android,3.1,referral,-999.0,blue,0
61822428,2025-01-15,2025-06-10,350,1,9.85,0,11,17.66,0,0,0,monthly,102,ES,ios,5.8,organic,12650.0,black,1
18267695,2025-09-09,2025-09-20,113,3,36.38,0,10,3.89,0,0,0,monthly,104,PT,android,5.8,organic,-999.0,white,0
94276574,2025-08-03,2025-12-20,150,3,27.02,20,14,14.76,1,0,1,monthly,103,PT,ios,5.5,organic,9972.0,blue,0
22742846,2023-02-01,2025-06-03,1064,4,54.67,5,19,21.98,2,0,1,monthly,104,ES,ios,3.1,referral,33332.0,blue,0
41870950,2023-09-27,2025-11-17,826,1,9.08,0,17,17.91,0,0,0,monthly,107,FR,android,3.7,organic,8191.0,white,0
43691289,2023-09-21,2025-10-28,832,4,60.06,0,13,18.07,1,0,0,monthly,107,IT,ios,3.6,partner,,black,0
20536998,2024-05-11,2025-06-08,599,1,10.5,0,7,9.24,0,0,1,monthly,104,ES,android,4.1,organic,40943.0,black,1
22858379,2023-06-06,2025-05-31,939,2,18.25,0,11,16.29,5,1,0,annual,106,IT,ios,3.8,organic,34798.0,blue,1
54689498,2025-07-24,2025-05-25,160,3,36.97,0,12,14.42,0,1,1,monthly,104,FR,android,5.6,ads,38507.0,blue,1
53856934,2025-04-30,2025-09-20,245,1,8.62,0,9,13.03,1,1,0,monthly,106,DE,android,5.0,organic,35162.0,red,0
48269036,2025-06-04,2025-07-03,210,1,8.08,0,10,10.42,0,0,0,monthly,107,FR,ios,5.6,referral,30727.0,black,1
33049038,2023-08-06,2025-10-14,878,1,8.8,0,4,18.49,0,0,0,monthly,105,ES,ios,3.8,ads,31042.0,black,0
98322614,2023-01-16,2025-07-07,1080,2,22.35,0,8,16.07,3,0,1,monthly,101,FR,web,3.9,ads,36103.0,black,1
85380310,2025-09-24,2025-09-02,98,3,34.7,0,16,17.47,1,0,1,monthly,102,PT,ios,5.8,referral,,green,0
40821820,2023-11-13,2025-12-19,779,1,8.46,0,4,25.3,4,0,0,annual,106,DE,web,3.8,organic,26456.0,red,0
20406327,2024-12-19,2025-09-22,377,1,11.43,5,11,17.59,1,0,1,annual,101,FR,ios,4.1,organic,,white,0
46025524,2025-09-22,2025-09-10,100,2,24.7,0,9,21.45,0,0,0,monthly,104,IT,web,5.0,organic,38786.0,white,1
74400792,2023-02-09,2025-10-31,1056,1,9.41,10,9,15.89,1,1,1,monthly,105,ES,android,3.2,referral,49488.0,green,0
83954526,2023-01-06,2025-10-03,1090,3,37.7,0,10,12.38,6,0,0,monthly,106,ES,ios,3.8,referral,36765.0,black,0
16573701,2023-01-06,2025-09-02,1090,4,59.16,5,10,8.15,1,0,1,monthly,106,DE,android,3.8,organic,21753.0,green,0
30022085,2023-06-21,2025-12-20,924,3,33.66,0,16,17.45,3,2,0,monthly,101,ES,ios,3.0,organic,27735.0,white,0
97205615,2023-02-26,2025-11-25,1039,4,57.05,5,10,1.0,0,0,0,annual,105,ES,web,3.9,referral,7608.0,yellow,0
42671795,2025-06-16,2025-06-30,198,2,15.45,10,10,16.13,2,0,1,monthly,106,IT,ios,5.2,referral,51242.0,white,0
74047088,2024-10-25,2025-10-08,432,3,34.54,0,11,16.64,1,0,1,annual,101,NL,ios,4.4,organic,44536.0,black,0
81572730,2025-12-09,2025-08-07,22,1,9999.0,0,7,12.44,1,0,0,annual,104,ES,ios,5.6,organic,20290.0,yellow,1
87629698,2025-05-27,2025-08-18,218,1,9999.0,0,10,13.95,1,0,1,annual,105,FR,android,5.1,organic,42700.0,red,1
98389690,2025-11-20,2025-08-21,41,3,33.34,0,14,7.99,3,0,1,monthly,103,IT,web,5.3,organic,41444.0,green,1
18290279,2023-09-19,2025-09-23,834,1,9.36,0,7,22.06,1,0,1,monthly,103,PT,android,3.2,organic,33081.0,yellow,0
39732375,2023-11-12,2025-09-07,780,4,61.16,0,10,12.48,0,0,1,monthly,101,ES,android,3.3,ads,38666.0,yellow,0
64849533,2025-07-19,2025-06-17,165,3,32.99,5,6,7.67,1,0,0,monthly,106,PT,android,5.3,organic,39981.0,blue,1
21657708,2023-09-26,2025-05-14,827,4,55.89,0,10,17.77,0,0,1,monthly,102,NL,web,3.4,referral,37384.0,yellow,1
10633945,2023-03-04,2025-10-31,1033,2,18.35,0,9,14.91,1,0,1,monthly,104,ES,ios,3.6,organic,34116.0,blue,1
58289629,2025-01-02,2025-07-24,363,2,14.98,10,10,12.35,1,1,1,monthly,104,ES,ios,5.1,ads,,white,1
43384788,2025-05-27,2025-05-13,218,3,35.53,0,16,13.22,1,0,1,monthly,101,IT,android,5.7,organic,24058.0,red,1
24954494,2025-11-26,2025-12-30,35,1,11.1,0,7,13.72,0,0,0,annual,104,ES,android,5.1,organic,,blue,1
98415328,2025-10-12,2025-06-26,80,2,20.55,0,11,22.82,1,1,0,annual,102,ES,android,5.6,organic,59740.0,red,1
52045598,2023-05-12,2025-09-03,964,3,31.59,5,9,17.07,0,0,1,monthly,102,PT,android,3.1,ads,16321.0,blue,0
42945157,2025-04-25,2025-05-13,250,4,60.53,0,12,14.79,2,0,0,monthly,103,IT,ios,5.8,ads,32481.0,blue,1
94833791,2025-07-15,2025-08-15,169,3,33.96,0,9,19.36,0,0,1,monthly,104,IT,android,5.3,ads,22851.0,white,1
61786046,2025-02-03,2025-06-13,331,1,7.49,0,8,14.17,0,0,0,monthly,104,DE,android,5.0,organic,39706.0,yellow,1
32108164,2025-06-16,2025-11-22,198,2,21.62,0,10,16.91,1,0,1,monthly,101,DE,ios,5.1,ads,37971.0,red,0
56500703,2025-07-06,2025-11-27,178,2,20.7,5,17,17.16,1,0,1,monthly,103,IT,ios,5.3,partner,33886.0,green,1
79477604,2024-05-03,2025-05-23,607,1,11.47,5,10,18.04,0,0,1,monthly,101,PT,web,4.9,organic,,red,0
38100339,2023-02-13,2025-08-27,1052,2,18.65,0,12,12.34,1,0,1,monthly,102,PT,android,3.2,organic,25378.0,red,0
33321444,2024-05-14,2025-08-19,596,2,22.58,0,12,8.16,1,0,1,monthly,101,DE,ios,4.4,ads,21351.0,yellow,0
15235643,2023-08-09,2025-11-21,875,1,8.9,0,9,19.69,1,0,1,annual,102,IT,android,3.7,referral,7898.0,green,0
60785315,2023-05-05,2025-11-07,971,2,21.43,0,6,22.53,2,0,1,annual,104,IT,web,3.2,referral,49208.0,blue,0
88358377,2023-05-17,2025-06-18,959,1,8.87,0,5,6.7,1,0,0,monthly,107,FR,web,3.6,ads,41361.0,black,0
16406610,2025-02-02,2025-10-20,332,2,19.5,0,15,16.83,0,1,0,monthly,102,FR,android,5.4,organic,50064.0,white,0
69943094,2024-07-06,2025-08-13,543,1,4.75,5,11,12.06,1,0,1,annual,106,FR,android,4.8,referral,27117.0,white,0
19825431,2024-08-14,2025-10-17,504,3,34.33,0,16,21.3,0,0,1,monthly,101,DE,android,4.6,organic,38861.0,white,0
97935821,2025-03-26,2025-10-29,280,1,10.19,0,8,15.48,0,1,0,monthly,103,ES,android,5.3,organic,20133.0,yellow,0
25852436,2024-08-23,2025-11-22,495,4,59.09,0,17,36.21,3,0,1,monthly,103,ES,android,4.4,organic,24025.0,blue,0
65638805,2024-11-20,2025-05-22,406,1,13.16,5,12,13.19,0,0,1,monthly,101,ES,android,4.8,partner,60691.0,yellow,0
99837493,2023-04-05,2025-05-20,1001,2,13.95,20,11,23.97,0,0,1,annual,105,ES,android,3.3,ads,26776.0,blue,0
19541628,2025-07-20,2025-12-04,164,2,18.75,0,5,23.06,0,0,1,monthly,102,DE,android,5.5,organic,45263.0,green,0
57276163,2024-05-06,2025-10-08,604,1,8.0,0,7,16.95,1,0,1,monthly,106,IT,android,4.8,organic,35516.0,green,0
49880898,2023-06-19,2025-08-18,926,2,18.75,0,12,15.22,1,0,0,monthly,104,DE,android,3.1,referral,12471.0,green,0
13006869,2025-06-09,2025-10-01,205,3,37.26,0,11,15.32,0,1,0,monthly,106,IT,android,5.8,ads,30116.0,black,1
33820582,2025-03-15,2025-07-11,291,4,63.24,0,10,14.56,0,0,0,monthly,102,FR,web,5.8,organic,37289.0,black,1
71525756,2023-02-28,2025-10-30,1037,2,18.45,0,15,22.55,0,2,1,monthly,103,PT,android,3.5,partner,41936.0,black,0
94283497,2023-07-31,2025-12-17,884,1,7.56,10,3,7.51,1,0,0,monthly,105,IT,android,3.2,ads,,green,0
74980046,2023-01-18,2025-10-12,1078,3,32.44,0,9,13.28,0,0,1,annual,104,IT,web,3.1,ads,18485.0,red,0
29102657,2023-10-24,2025-08-10,799,2,22.86,0,13,13.56,0,0,0,monthly,105,IT,android,3.7,ads,36347.0,white,0
63155772,2023-04-20,2025-11-18,986,1,12.46,0,16,5.64,1,0,1,monthly,103,ES,android,3.3,ads,18828.0,blue,0
50022070,2025-02-16,2025-06-19,318,3,34.76,0,11,19.9,0,0,0,annual,105,DE,ios,5.5,organic,49065.0,yellow,1
40757851,2024-07-26,2025-12-29,523,2,16.92,0,9,20.63,0,0,1,monthly,105,IT,android,4.0,organic,31129.0,red,0
95046406,2025-12-09,2025-12-15,22,3,28.9,10,14,11.69,2,0,1,monthly,102,ES,ios,5.5,ads,38812.0,green,1
24150001,2025-03-31,2025-08-31,275,2,20.37,0,17,22.43,0,1,1,monthly,107,ES,ios,5.0,ads,50142.0,red,0
17781423,2024-10-31,2025-08-31,426,2,21.2,0,9,4.75,0,0,1,annual,106,DE,ios,4.5,referral,14995.0,white,0
31409731,2024-07-11,2025-10-22,538,1,5.44,0,11,14.89,1,0,1,monthly,101,FR,web,4.8,referral,38474.0,green,0
77020286,2023-03-01,2025-10-30,1036,3,32.57,5,8,13.24,2,1,1,monthly,101,NL,android,3.9,ads,,white,1
43331112,2023-03-18,2025-12-15,1019,1,12.87,5,5,13.78,1,0,1,monthly,105,IT,android,3.8,ads,34312.0,green,0
67746377,2024-11-05,2025-07-25,421,3,34.51,0,13,15.75,0,0,0,monthly,105,ES,android,4.5,ads,,green,0
48293614,2023-01-05,2025-10-02,1091,3,38.27,0,14,15.04,0,0,1,monthly,107,FR,android,3.7,organic,34230.0,green,0
60276118,2023-02-16,2025-12-03,1049,3,36.42,0,8,11.67,0,0,0,monthly,105,IT,ios,3.0,organic,0.0,black,0
33806758,2023-08-28,2025-09-27,856,1,7.6,0,4,12.35,0,1,1,monthly,102,IT,ios,3.6,ads,49418.0,black,1
19096051,2025-08-26,2025-05-21,127,2,19.35,0,6,21.68,1,0,0,monthly,101,DE,android,5.9,ads,13293.0,white,0
33757023,2024-05-17,2025-10-30,593,2,19.71,0,13,11.78,1,0,0,monthly,104,ES,web,4.1,referral,56843.0,red,0
85367957,2025-02-15,2025-05-31,319,2,17.89,0,11,28.28,0,0,0,monthly,104,NL,android,5.2,organic,18708.0,yellow,1
98203506,2024-03-26,2025-10-30,645,4,52.07,10,12,11.19,0,1,1,annual,107,FR,web,4.9,ads,18101.0,blue,0
12458018,2023-07-09,2025-11-17,906,2,22.14,5,4,14.44,1,0,1,monthly,105,ES,android,3.4,referral,,white,1
58767744,2024-02-11,2025-10-30,689,4,54.95,5,12,18.43,0,0,1,annual,107,ES,ios,4.7,ads,35800.0,blue,1
80644560,2023-04-11,2025-10-15,995,1,12.36,0,4,11.25,1,0,0,monthly,106,PT,ios,3.8,organic,38311.0,red,0
69093438,2025-04-23,2025-12-03,252,2,19.03,0,15,24.04,0,0,1,monthly,105,DE,ios,5.9,ads,37066.0,green,0
64401993,2023-07-20,2025-08-12,895,1,9.93,0,5,16.52,1,0,0,monthly,104,ES,ios,3.0,referral,,white,1
47670309,2024-02-17,2025-10-12,683,3,36.23,0,15,14.52,2,0,1,monthly,104,DE,ios,4.3,organic,26853.0,yellow,0
27350762,2025-12-09,2025-07-12,22,1,8.67,0,9,22.48,0,0,1,monthly,104,NL,ios,5.2,ads,40152.0,black,1
24096202,2024-10-10,2025-09-05,447,2,21.24,0,10,8.41,3,1,1,monthly,106,DE,web,4.8,ads,22317.0,yellow,0
60462646,2024-05-17,2025-09-16,593,3,24.39,20,11,11.36,0,2,1,monthly,102,FR,android,4.8,organic,33670.0,red,0
67289048,2024-08-17,2025-09-09,501,2,18.86,10,10,17.88,1,0,1,monthly,107,ES,ios,4.8,organic,8275.0,white,0
72460798,2025-05-08,2025-11-24,237,1,5.0,0,10,19.31,1,0,1,monthly,104,ES,ios,5.1,organic,35556.0,red,1
52198256,2023-10-06,2025-07-13,817,1,9.49,0,4,14.94,0,0,1,monthly,104,NL,android,3.6,ads,33378.0,blue,0
44938149,2024-11-27,2025-12-07,399,2,21.87,0,10,13.74,0,2,1,monthly,102,ES,android,4.5,ads,31427.0,black,1
86142296,2025-08-13,2025-07-11,140,2,21.36,0,9,12.74,0,0,0,monthly,102,ES,android,5.7,organic,,white,0
82058369,2024-09-18,2025-05-06,469,1,7.13,0,11,21.54,4,0,1,monthly,104,ES,android,4.1,organic,52928.0,blue,1
22329010,2024-05-03,2025-07-01,607,3,32.42,0,11,16.19,1,0,1,monthly,102,ES,ios,4.1,ads,44802.0,white,0
